"EntityNumber","TypeOfAddress","CountryNL","CountryFR","Zipcode","MunicipalityNL","MunicipalityFR","StreetNL","StreetFR","HouseNumber","Box","ExtraAddressInfo","DateStrikingOff"
"2.039.108.957","BAET",,,"4800","Verviers","Verviers","Rue Peltzer de Clermont","Rue Peltzer de Clermont","60","","",
"2.006.580.404","BAET",,,"4720","Kelmis","Kelmis","Rue de l'Eglise","Rue de l'Eglise","31","","",
"2.004.189.254","BAET",,,"4031","Liège","Liège","Rue Canal-de-l'Ourthe","Rue Canal-de-l'Ourthe","8","","",
"2.182.180.987","BAET",,,"4180","Hamoir","Hamoir","Hameau de Rennes","Hameau de Rennes","1","","",
"2.182.181.284","BAET",,,"4500","Huy","Huy","Quai de Compiègne","Quai de Compiègne","14-15","","",
"2.182.181.680","BAET",,,"4032","Liège","Liège","Quai des Ardennes","Quai des Ardennes","127","","",
"2.206.355.763","BAET",,,"4000","Liège","Liège","Quai de Maestricht","Quai de Maestricht","14","","",
"2.001.171.663","BAET",,,"4850","PLOMBIERES","PLOMBIERES","Rue de la Clinique","Rue de la Clinique","24","","",
"2.159.816.549","BAET",,,"4850","Plombières","Plombières","Rue de la Clinique","Rue de la Clinique","24","-","",
"2.159.816.945","BAET",,,"4850","Plombières","Plombières","Rue du Calvaire","Rue du Calvaire","1","","",
"2.159.817.242","BAET",,,"4880","Aubel","Aubel","Rue de la Kan","Rue de la Kan","79","","",
"2.158.812.204","BAET",,,"7500","Tournai","Tournai","Rue du Viaduc(TOU)","Rue du Viaduc(TOU)","52","","",
"2.158.813.687","BAET",,,"7600","Péruwelz","Péruwelz","Rue de la Verte Chasse(PER)","Rue de la Verte Chasse(PER)","7","","",
"2.160.263.343","BAET",,,"5640","Mettet","Mettet","Rue de la Marchauderie, Biesme","Rue de la Marchauderie, Biesme","7","A","",
"2.160.263.541","BAET",,,"5070","Fosses-la-Ville","Fosses-la-Ville","Rue Sainte-Brigide","Rue Sainte-Brigide","43","","",
"2.166.131.744","BAET",,,"5060","Sambreville","Sambreville","Rue de l'Abattoir(TAM)","Rue de l'Abattoir(TAM)","9","","",
"2.160.519.996","BAET",,,"5640","Mettet","Mettet","Rue Estroit","Rue Estroit","39","","",
"2.164.080.886","BAET",,,"5020","Namur","Namur","Rue Fernand Marchand(FW)","Rue Fernand Marchand(FW)","44","","",
"2.172.249.969","BAET",,,"1040","Etterbeek","Etterbeek","Trierstraat","Rue de Trèves","82","","",
"2.159.997.483","BAET",,,"1000","Brussel","Bruxelles","Keizerinlaan","Boulevard de l'Impératrice","17-19","","",
"2.159.997.582","BAET",,,"1040","Brussel","Bruxelles","Linthoutstraat","Rue de Linthout","41","","",
"2.159.997.780","BAET",,,"1070","Brussel","Bruxelles","Birminghamstraat","Rue de Birmingham","120","","",
"2.159.997.978","BAET",,,"1180","Ukkel","Uccle","Sint-Jobsesteenweg","Chaussée de Saint-Job","516","","",
"2.159.998.176","BAET",,,"1180","Ukkel","Uccle","Waterloosesteenweg","Chaussée de Waterloo","764","","",
"2.159.998.572","BAET",,,"1420","Braine-l'Alleud","Braine-l'Alleud","Chemin des Eglantiers","Chemin des Eglantiers","3","","",
"2.159.998.968","BAET",,,"5170","Profondeville","Profondeville","Rue Rochers de Frène(LU)","Rue Rochers de Frène(LU)","*","","",
"2.159.999.166","BAET",,,"5003","Namur","Namur","Al'Tchôde Ewe(SM)","Al'Tchôde Ewe(SM)","15","","",
"2.159.999.562","BAET",,,"5140","Sombreffe","Sombreffe","Rue Emile Vandervelde","Rue Emile Vandervelde","2","","",
"2.159.999.661","BAET",,,"5530","Yvoir","Yvoir","Rue des Carrières, Spontin","Rue des Carrières, Spontin","7","","",
"2.160.299.767","BAET",,,"4500","Huy","Huy","Avenue de Beaufort","Avenue de Beaufort","7","","",
"2.160.300.361","BAET",,,"7021","Mons","Mons","Rue des Cheminots","Rue des Cheminots","22","","",
"2.160.301.450","BAET",,,"7190","Ecaussinnes","Ecaussinnes","Rue de l'Avedelle","Rue de l'Avedelle","2","","",
"2.160.301.945","BAET",,,"7190","Ecaussinnes","Ecaussinnes","Chemin du Long Spinois","Chemin du Long Spinois","1","","",
"2.160.302.242","BAET",,,"1180","Ukkel","Uccle","Wilderoselaarslaan","Avenue des Eglantiers","43","","",
"2.160.302.836","BAET",,,"1180","Ukkel","Uccle","Vergaarbakweg","Chemin du Réservoir","1","","",
"2.160.315.011","BAET",,,"5530","Yvoir","Yvoir","Avenue de Champalle","Avenue de Champalle","/","","",
"2.160.315.803","BAET",,,"1472","Genappe","Genappe","Moulin Tas","Moulin Tas","22","","",
"2.160.316.494","BAET",,,"1428","Braine-l'Alleud","Braine-l'Alleud","Ch.Maison du Roi","Ch.Maison du Roi","184","","",
"2.160.316.692","BAET",,,"7070","Le Roeulx","Le Roeulx","Rue des Ecaussinnes(R)","Rue des Ecaussinnes(R)","12","","",
"2.160.317.484","BAET",,,"5170","Profondeville","Profondeville","Rue Georges Marchal(B.V.)","Rue Georges Marchal(B.V.)","10","","",
"2.160.317.979","BAET",,,"5032","Gembloux","Gembloux","Chaussée de Nivelles, Bothey","Chaussée de Nivelles, Bothey","69","","",
"2.160.318.177","BAET",,,"5300","Andenne","Andenne","Beau Boing","Beau Boing","547","B","",
"2.160.318.573","BAET",,,"5020","Namur","Namur","Rue du Bas-Daussoulx(DX)","Rue du Bas-Daussoulx(DX)","/","","",
"2.160.318.771","BAET",,,"1050","Elsene","Ixelles","Kloosterstraat","Rue du Couvent","2","","",
"2.160.319.860","BAET",,,"1040","Etterbeek","Etterbeek","Generaal Lemanstraat","Rue Général Leman","44","","",
"2.160.320.553","BAET",,,"1020","Brussel","Bruxelles","Rode Kruislaan","Avenue de la Croix-Rouge","81","","",
"2.160.321.048","BAET",,,"5170","Profondeville","Profondeville","Chemin des Mésanges","Chemin des Mésanges","/","","",
"2.160.321.147","BAET",,,"1640","Sint-Genesius-Rode","Sint-Genesius-Rode","Brassinelaan","Avenue Brassine","/","","",
"2.160.321.444","BAET",,,"1640","Sint-Genesius-Rode","Sint-Genesius-Rode","Grote Hutsesteenweg","Chaussée de la Grande Espinette","/","","",
"2.160.322.335","BAET",,,"1070","Anderlecht","Anderlecht","Bollinckxstraat","Rue Bollinckx","319-325","","",
"2.160.322.731","BAET",,,"1200","Sint-Lambrechts-Woluwe","Woluwe-Saint-Lambert","Driesstraat","Rue Dries","34","","",
"2.160.323.424","BAET",,,"1190","Vorst","Forest","Lusambostraat","Rue de Lusambo","21-23","","",
"2.160.323.721","BAET",,,"1600","Sint-Pieters-Leeuw","Sint-Pieters-Leeuw","Alsembergsesteenweg","Alsembergsesteenweg","5-7","","",
"2.160.323.820","BAET",,,"1930","Zaventem","Zaventem","J.B. Devlemincklaan","J.B. Devlemincklaan","59","","",
"2.160.323.919","BAET",,,"7011","Mons","Mons","Rue de l'Aulnoye (G.)","Rue de l'Aulnoye (G.)","24","","",
"2.160.324.018","BAET",,,"1420","Braine-l'Alleud","Braine-l'Alleud","Av Alph Allard","Av Alph Allard","288","","",
"2.161.098.434","BAET",,,"4577","Modave","Modave","Rouche aux Corbeaux","Rouche aux Corbeaux","-","","",
"2.161.100.414","BAET",,,"1472","Genappe","Genappe","Rue du Jeune Piou","Rue du Jeune Piou","-","","",
"2.161.439.419","BAET",,,"5380","Fernelmont","Fernelmont","Rue de Bierwart, Forv.","Rue de Bierwart, Forv.","-","","",
"2.160.284.129","BAET",,,"1000","Brussel","Bruxelles","Maalbeeklaan","Avenue du Maelbeek","3","","",
"2.104.471.814","BAET",,,"1000","Brussel","Bruxelles","de Berlaimontlaan","Boulevard de Berlaimont","14","","",
"2.104.472.903","BAET",,,"3500","Hasselt","Hasselt","Eurostraat","Eurostraat","4","","",
"2.104.473.002","BAET",,,"8500","Kortrijk","Kortrijk","President Kennedypark(Kor)","President Kennedypark(Kor)","43","","",
"2.104.473.495","BAET",,,"4000","Liège","Liège","Place Saint-Paul","Place Saint-Paul","14","","",
"2.104.473.792","BAET",,,"7000","Mons","Mons","Avenue Frère Orban","Avenue Frère Orban","26","","",
"2.128.041.626","BAET",,,"1000","Brussel","Bruxelles","Bankstraat","Rue de la Banque","7","","",
"2.072.525.457","BAET",,,"1040","Brussel","Bruxelles","Wetstraat","Rue de la Loi","42","","",
"2.151.301.533","BAET",,,"1000","Brussel","Bruxelles","Montoyerstraat","Rue Montoyer","3","","",
"2.009.956.596","BAET",,,"1180","Ukkel","Uccle","Stillelaan","Avenue du Silence","61","","",
"2.143.271.418","BAET",,,"1000","Brussel","Bruxelles","Kantersteen","Cantersteen","10","","",
"2.143.272.111","BAET",,,"1000","Brussel","Bruxelles","Keizerinlaan","Boulevard de l'Impératrice","5","","",
"2.143.272.408","BAET",,,"1000","Brussel","Bruxelles","Koloniënstraat","Rue des Colonies","2","","",
"2.143.273.594","BAET",,,"1030","Schaarbeek","Schaerbeek","Prinses Elisabethplein","Place Princesse Elisabeth","5","","",
"2.143.273.693","BAET",,,"1030","Schaarbeek","Schaerbeek","Prinses Elisabethplein","Place Princesse Elisabeth","6","","",
"2.143.273.792","BAET",,,"1030","Schaarbeek","Schaerbeek","Prinses Elisabethplein","Place Princesse Elisabeth","7","","",
"2.143.273.891","BAET",,,"1030","Schaarbeek","Schaerbeek","Vooruitgangstraat","Rue du Progrès","76","","",
"2.143.273.990","BAET",,,"1030","Schaarbeek","Schaerbeek","Vooruitgangstraat","Rue du Progrès","86","","",
"2.143.274.584","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Fonsnylaan","Avenue Fonsny","47B","","",
"2.143.274.683","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","40","","",
"2.143.274.782","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","52-5","5-6","",
"2.143.274.980","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","56-5","","",
"2.143.275.079","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","85","","",
"2.143.275.178","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","89","","",
"2.143.275.475","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Onderwijsstraat","Rue de l'Instruction","157","","",
"2.143.275.574","BAET",,,"1070","Anderlecht","Anderlecht","Barastraat","Rue Bara","110","Et.5","",
"2.143.275.772","BAET",,,"1070","Anderlecht","Anderlecht","Barastraat","Rue Bara","114","","",
"2.143.275.871","BAET",,,"1070","Anderlecht","Anderlecht","Barastraat","Rue Bara","134","","",
"2.143.276.069","BAET",,,"1070","Anderlecht","Anderlecht","Charles Parentéstraat","Rue Charles Parenté","28","","",
"2.143.276.366","BAET",,,"1070","Anderlecht","Anderlecht","Frankrijkstraat","Rue de France","97","","",
"2.143.276.564","BAET",,,"1070","Anderlecht","Anderlecht","Tweestationsstraat","Rue des Deux Gares","128","","",
"2.143.277.356","BAET",,,"1190","Vorst","Forest","Gerijstraat","Rue du Charroi","20","","",
"2.143.277.653","BAET",,,"1000","Brussel","Bruxelles","Havenlaan","Avenue du Port","100","","",
"2.143.278.049","BAET",,,"1340","Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Avenue des Combattants","Avenue des Combattants","s/n","","",
"2.143.280.722","BAET",,,"2000","Antwerpen","Antwerpen","Noorderplaats","Noorderplaats","2","","",
"2.143.280.821","BAET",,,"2018","Antwerpen","Antwerpen","Anneessensstraat","Anneessensstraat","1-3","","",
"2.143.281.118","BAET",,,"2018","Antwerpen","Antwerpen","Koningin Astridplein","Koningin Astridplein","27","","",
"2.143.281.712","BAET",,,"2030","Antwerpen","Antwerpen","Noorderlaan","Noorderlaan","630","","",
"2.143.284.581","BAET",,,"2800","Mechelen","Mechelen","Koning Albertplein","Koning Albertplein","2","","",
"2.143.284.680","BAET",,,"2800","Mechelen","Mechelen","Leuvensesteenweg","Leuvensesteenweg","1","","",
"2.143.284.779","BAET",,,"2800","Mechelen","Mechelen","Leuvensesteenweg","Leuvensesteenweg","30","","",
"2.143.286.165","BAET",,,"3000","Leuven","Leuven","Martelarenplein","Martelarenplein","16","","",
"2.143.286.264","BAET",,,"3000","Leuven","Leuven","Martelarenplein","Martelarenplein","20","","",
"2.143.286.363","BAET",,,"3010","Leuven","Leuven","Diestsesteenweg","Diestsesteenweg","3","","",
"2.143.286.660","BAET",,,"3200","Aarschot","Aarschot","Statiestraat","Statiestraat","2","","",
"2.143.286.957","BAET",,,"3300","Tienen","Tienen","Vierde Lansierslaan","Vierde Lansierslaan","z/n","","",
"2.143.287.155","BAET",,,"3500","Hasselt","Hasselt","de Schiervellaan","de Schiervellaan","26","","",
"2.143.287.254","BAET",,,"3500","Hasselt","Hasselt","Koningin Astridlaan","Koningin Astridlaan","68","","",
"2.143.287.452","BAET",,,"3500","Hasselt","Hasselt","Stationsplein","Stationsplein","2-6","","",
"2.143.287.551","BAET",,,"3511","Hasselt","Hasselt","Kuringersteenweg","Kuringersteenweg","324","","",
"2.143.288.937","BAET",,,"4000","Liège","Liège","Place des Guillemins","Place des Guillemins","2","","",
"2.143.289.333","BAET",,,"4000","Liège","Liège","Rue du Plan-Incliné","Rue du Plan-Incliné","145","","",
"2.143.289.432","BAET",,,"4000","Liège","Liège","Rue Varin","Rue Varin","2","","",
"2.143.289.531","BAET",,,"4020","Liège","Liège","Rue de la Lèche","Rue de la Lèche","33","","",
"2.143.290.026","BAET",,,"4031","Liège","Liège","Rue de Chênée","Rue de Chênée","3","","",
"2.143.291.907","BAET",,,"4800","Verviers","Verviers","Place de la Victoire","Place de la Victoire","1","","",
"2.143.292.204","BAET",,,"4800","Verviers","Verviers","Rue d' Ensival","Rue d' Ensival","1","","",
"2.143.293.390","BAET",,,"5000","Namur","Namur","Boulevard du Nord","Boulevard du Nord","60","","",
"2.143.293.489","BAET",,,"5000","Namur","Namur","Boulevard du Nord","Boulevard du Nord","62","","",
"2.143.293.588","BAET",,,"5000","Namur","Namur","Boulevard Ernest Mélot","Boulevard Ernest Mélot","23","","",
"2.143.293.687","BAET",,,"5000","Namur","Namur","Place de la Station","Place de la Station","s/n","","",
"2.143.293.984","BAET",,,"5000","Namur","Namur","Rue des Bas Prés","Rue des Bas Prés","s/n","","",
"2.143.294.083","BAET",,,"5020","Namur","Namur","Rue Jean-Joseph Gaillard(FW)","Rue Jean-Joseph Gaillard(FW)","2","","",
"2.143.296.558","BAET",,,"5580","Rochefort","Rochefort","Rue Joseph-Wauters,Jemelle","Rue Joseph-Wauters,Jemelle","s/n","","",
"2.143.297.251","BAET",,,"6000","Charleroi","Charleroi","Quai de la Gare du Sud","Quai de la Gare du Sud","s/n","","",
"2.143.297.548","BAET",,,"6000","Charleroi","Charleroi","Square des Martyrs","Square des Martyrs","s/n","","",
"2.143.297.647","BAET",,,"6001","Charleroi","Charleroi","Rue Cambier Dupret","Rue Cambier Dupret","61","","",
"2.143.298.340","BAET",,,"6200","Châtelet","Châtelet","Place de la Station","Place de la Station","1","","",
"2.143.299.528","BAET",,,"6700","Arlon","Arlon","Avenue de la Gare","Avenue de la Gare","32","","",
"2.143.299.627","BAET",,,"6700","Arlon","Arlon","Avenue de la Gare","Avenue de la Gare","61","","",
"2.143.299.825","BAET",,,"6700","Arlon","Arlon","Heinsch, route de Neufchâteau","Heinsch, route de Neufchâteau","s/n","","",
"2.143.300.617","BAET",,,"6800","Libramont-Chevigny","Libramont-Chevigny","Li.,Rue de la Gare(R. Chanteroy)","Li.,Rue de la Gare(R. Chanteroy)","s/n","","",
"2.143.301.508","BAET",,,"7000","Mons","Mons","Avenue Joseph Wauters (C.)","Avenue Joseph Wauters (C.)","124","","",
"2.143.301.607","BAET",,,"7000","Mons","Mons","Chemin de l'Inquiétude","Chemin de l'Inquiétude","1","1","",
"2.143.301.805","BAET",,,"7000","Mons","Mons","Place Léopold","Place Léopold","2","","",
"2.143.301.904","BAET",,,"7000","Mons","Mons","Place Léopold","Place Léopold","s/n","","",
"2.143.302.102","BAET",,,"7000","Mons","Mons","Square Franklin Delano Roosevelt","Square Franklin Delano Roosevelt","14","","",
"2.143.302.991","BAET",,,"7100","La Louvière","La Louvière","Boulevard du Roi Baudouin","Boulevard du Roi Baudouin","s/n","","",
"2.143.303.486","BAET",,,"7160","Chapelle-lez-Herlaimont","Chapelle-lez-Herlaimont","Rue d'Anderlues","Rue d'Anderlues","187","","",
"2.143.303.981","BAET",,,"7330","Saint-Ghislain","Saint-Ghislain","Place Albert-Elisabeth(SG)","Place Albert-Elisabeth(SG)","56","","",
"2.143.304.377","BAET",,,"7500","Tournai","Tournai","Place Crombez(TOU)","Place Crombez(TOU)","s/n","","",
"2.143.305.763","BAET",,,"8000","Brugge","Brugge","Stationsplein","Stationsplein","3","","",
"2.143.305.862","BAET",,,"8000","Brugge","Brugge","Stationsplein","Stationsplein","5","","",
"2.143.306.951","BAET",,,"8400","Oostende","Oostende","Mispelplein","Mispelplein","1","","",
"2.143.307.050","BAET",,,"8400","Oostende","Oostende","Sloepenstraat","Sloepenstraat","3","","",
"2.143.307.248","BAET",,,"8500","Kortrijk","Kortrijk","Marksesteenweg(Kor)","Marksesteenweg(Kor)","59A","","",
"2.143.307.446","BAET",,,"8500","Kortrijk","Kortrijk","Stationsplein(Kor)","Stationsplein(Kor)","8","","",
"2.143.308.337","BAET",,,"8730","Beernem","Beernem","Stationsplein","Stationsplein","3","","",
"2.143.309.822","BAET",,,"9000","Gent","Gent","Prinses Clementinalaan","Prinses Clementinalaan","31","","",
"2.143.310.020","BAET",,,"9000","Gent","Gent","Koningin Maria Hendrikaplein","Koningin Maria Hendrikaplein","2","","",
"2.143.310.119","BAET",,,"9000","Gent","Gent","Meersstraat","Meersstraat","138","C","",
"2.143.310.218","BAET",,,"9000","Gent","Gent","Meersstraat","Meersstraat","138","","",
"2.143.310.416","BAET",,,"9000","Gent","Gent","Noordveenakkerstraat","Noordveenakkerstraat","1","","",
"2.143.310.812","BAET",,,"9050","Gent","Gent","Brusselsesteenweg","Brusselsesteenweg","602","","",
"2.143.310.911","BAET",,,"9050","Gent","Gent","Gontrodestraat","Gontrodestraat","222","","",
"2.143.313.087","BAET",,,"9300","Aalst","Aalst","Statieplein","Statieplein","9","","",
"2.143.313.879","BAET",,,"9470","Denderleeuw","Denderleeuw","Stationsplein","Stationsplein","z/n","","",
"2.143.563.606","BAET",,,"7100","La Louvière","La Louvière","Rue de l'Esplanade","Rue de l'Esplanade","SN","","",
"2.143.609.136","BAET",,,"9200","Dendermonde","Dendermonde","Statieplein (DEN)","Statieplein (DEN)","ZN","","",
"2.182.832.669","BAET",,,"9620","Zottegem","Zottegem","Stationsplein","Stationsplein","12","","",
"2.182.832.768","BAET",,,"9100","Sint-Niklaas","Sint-Niklaas","Leopold II-laan","Leopold II-laan","2","","",
"2.182.832.966","BAET",,,"8400","Oostende","Oostende","Natiënkaai","Natiënkaai","1","","",
"2.182.833.164","BAET",,,"1400","Nivelles","Nivelles","Rue de Namur","Rue de Namur","185","","",
"2.182.833.461","BAET",,,"7800","Ath","Ath","Rue de la Station","Rue de la Station","1","","",
"2.182.833.956","BAET",,,"9000","Gent","Gent","Koningin Fabiolalaan","Koningin Fabiolalaan","S/N","","",
"2.182.834.550","BAET",,,"2018","Antwerpen","Antwerpen","De Keyserlei","De Keyserlei","56/60132","","",
"2.182.834.748","BAET",,,"1070","Anderlecht","Anderlecht","Tweestationsstraat","Rue des Deux Gares","82","","",
"2.182.834.847","BAET",,,"6001","Charleroi","Charleroi","Rue de la Villette","Rue de la Villette","51","","",
"2.182.835.045","BAET",,,"4000","Liège","Liège","Rue des Guillemins","Rue des Guillemins","26","","",
"2.182.835.243","BAET",,,"1070","Anderlecht","Anderlecht","Barastraat","Rue Bara","135","","",
"2.182.835.441","BAET",,,"1070","Anderlecht","Anderlecht","Tweestationsstraat","Rue des Deux Gares","80","","",
"2.183.961.136","BAET",,,"9000","Gent","Gent","Kortrijksesteenweg","Kortrijksesteenweg","398","","",
"2.183.961.235","BAET",,,"5030","Gembloux","Gembloux","Avenue de la Station","Avenue de la Station","1","","",
"2.183.961.334","BAET",,,"1800","Vilvoorde","Vilvoorde","Stationplein","Stationplein","9","","",
"2.184.437.822","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Hallepoortlaan","Avenue de la Porte de Hal","40","","",
"2.184.438.020","BAET",,,"8400","Oostende","Oostende","Konterdamkaai","Konterdamkaai","1","","",
"2.184.438.218","BAET",,,"9000","Gent","Gent","Kortrijksesteenweg","Kortrijksesteenweg","400","","",
"2.184.438.317","BAET",,,"2600","Antwerpen","Antwerpen","Burgemeester E. Ryckaertsplein","Burgemeester E. Ryckaertsplein","1","","",
"2.189.894.269","BAET",,,"4500","Huy","Huy","Place Zénobe Gramme","Place Zénobe Gramme","4","","",
"2.193.255.518","BAET",,,"1130","Brussel","Bruxelles","Ganzenweidestraat","Rue du Pré aux Oies","301","","",
"2.206.089.410","BAET",,,"5000","Namur","Namur","Rue Léanne","Rue Léanne","15","","",
"2.214.138.727","BAET",,,"4000","Liège","Liège","Rue Varin","Rue Varin","4","A","",
"2.214.208.112","BAET",,,"5000","Namur","Namur","Rue Léanne","Rue Léanne","1","","",
"2.158.896.831","BAET",,,"3210","Lubbeek","Lubbeek","Diestsesteenweg(LIN)","Diestsesteenweg(LIN)","126","","",
"2.117.423.787","BAET",,,"4020","Liège","Liège","MAIS.COM.A.BRESSOUX","MAIS.COM.A.BRESSOUX","","","",
"2.149.664.708","BAET",,,"4420","Saint-Nicolas","Saint-Nicolas","Rue de la Digue","Rue de la Digue","25","","",
"2.005.831.029","BAET",,,"4420","Saint-Nicolas","Saint-Nicolas","Rue Saint-Nicolas","Rue Saint-Nicolas","219","","",
"2.152.229.466","BAET",,,"4100","Seraing","Seraing","Rue Laplace","Rue Laplace","40","","",
"2.161.218.792","BAET",,,"4300","Waremme","Waremme","Avenue de la Résistance","Avenue de la Résistance","2","","",
"2.161.219.188","BAET",,,"4300","Waremme","Waremme","Avenue de la Résistance","Avenue de la Résistance","4","","",
"2.161.219.485","BAET",,,"4100","Seraing","Seraing","Rue Laplace","Rue Laplace","40.","","",
"2.161.219.881","BAET",,,"4100","Seraing","Seraing","Rue Laplace","Rue Laplace","40","*","",
"2.161.220.079","BAET",,,"4420","Saint-Nicolas","Saint-Nicolas","Rue Chantraine","Rue Chantraine","51","","",
"2.161.221.069","BAET",,,"4400","Flémalle","Flémalle","Grand'Route(FLG)","Grand'Route(FLG)","418","","",
"2.158.977.203","BAET",,,"4557","Tinlot","Tinlot","Rue de Dinant","Rue de Dinant","51","","",
"2.158.307.111","BAET",,,"2440","Geel","Geel","Antwerpseweg","Antwerpseweg","1","","",
"2.178.144.403","BAET",,,"2440","Geel","Geel","Lammerdries","Lammerdries","9A","","",
"2.194.140.097","BAET",,,"2440","Geel","Geel","Dr.-Van de Perrestraat","Dr.-Van de Perrestraat","218","A","",
"2.213.663.031","BAET",,,"2460","Kasterlee","Kasterlee","Ossengoor","Ossengoor","12","","",
"2.003.168.675","BAET",,,"4000","LIEGE","LIEGE","Rue Louvrex","Rue Louvrex","95","","",
"2.004.572.504","BAET",,,"4000","LIEGE","LIEGE","Rue Louvrex","Rue Louvrex","55","","",
"2.159.875.046","BAET",,,"4000","Liège","Liège","Rue Louvrex","Rue Louvrex","95","-","",
"2.159.875.244","BAET",,,"4040","Herstal","Herstal","Parc Ind. des Hauts Sarts, 2e av","Parc Ind. des Hauts Sarts, 2e av","30","","",
"2.159.875.343","BAET",,,"4100","Seraing","Seraing","Rue du Pont du Val","Rue du Pont du Val","2","","",
"2.159.875.739","BAET",,,"4400","Flémalle","Flémalle","Place de la Centrale(FLG)","Place de la Centrale(FLG)","11","","",
"2.159.876.036","BAET",,,"4430","Ans","Ans","Rue Jean Jaurès","Rue Jean Jaurès","46","","",
"2.160.459.422","BAET",,,"4000","Liège","Liège","Rue Sainte-Marie","Rue Sainte-Marie","11","","",
"2.160.459.818","BAET",,,"4020","Liège","Liège","Rue de Visé","Rue de Visé","23","","",
"2.160.460.016","BAET",,,"4100","Seraing","Seraing","Rue du Molinay","Rue du Molinay","60","","",
"2.160.460.412","BAET",,,"4040","Herstal","Herstal","Rue Ernest Solvay","Rue Ernest Solvay","31","","",
"2.160.460.610","BAET",,,"4700","Eupen","Eupen","Oestrasse","Oestrasse","3","","",
"2.160.460.907","BAET",,,"4820","Dison","Dison","Rue d'Andrimont","Rue d'Andrimont","52","","",
"2.186.085.337","BAET",,,"7110","La Louvière","La Louvière","Rue Grand Peuplier(H-A)","Rue Grand Peuplier(H-A)","20","","",
"2.186.087.119","BAET",,,"7000","Mons","Mons","Rue de Nimy","Rue de Nimy","53","","",
"2.186.087.713","BAET",,,"7100","La Louvière","La Louvière","Rue Hamoir(L.L)","Rue Hamoir(L.L)","30","","",
"2.186.088.208","BAET",,,"6041","Charleroi","Charleroi","Avenue Georges Lemaitre","Avenue Georges Lemaitre","21","","",
"2.186.088.901","BAET",,,"1348","Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Avenue Jean Monnet","Avenue Jean Monnet","2","","",
"2.186.089.196","BAET",,,"6900","Marche-en-Famenne","Marche-en-Famenne","Marche, Rue du Parc Industriel","Marche, Rue du Parc Industriel","6","","",
"2.186.089.988","BAET",,,"7500","Tournai","Tournai","Rue de la Lys(TOU)","Rue de la Lys(TOU)","10","","",
"2.186.090.285","BAET",,,"6700","Arlon","Arlon","Avenue du Général-Patton","Avenue du Général-Patton","237","","",
"2.186.090.582","BAET",,,"4800","Verviers","Verviers","Rue Jean Koch","Rue Jean Koch","12","","",
"2.186.090.681","BAET",,,"6041","Charleroi","Charleroi","Rue Clément Ader","Rue Clément Ader","12","","",
"2.186.090.978","BAET",,,"6240","Farciennes","Farciennes","Rue de Lambusart(FAR)","Rue de Lambusart(FAR)","56","","",
"2.186.091.077","BAET",,,"5060","Sambreville","Sambreville","Rue du Bosquet(AUV)","Rue du Bosquet(AUV)","16","","",
"2.197.070.685","BAET",,,"4041","Herstal","Herstal","Rue des Alouettes","Rue des Alouettes","96","","",
"2.158.810.719","BAET",,,"4000","Liège","Liège","Rue du Vertbois","Rue du Vertbois","11","","",
"2.161.386.365","BAET",,,"4020","Liège","Liège","Quai Godefroid-Kurth","Quai Godefroid-Kurth","100","","",
"2.182.384.984","BAET",,,"4800","Verviers","Verviers","Rue Jean Koch","Rue Jean Koch","6","","",
"2.004.188.660","BAET",,,"6700","Arlon","Arlon","Schoppach,drève de l'Arc-en-Ciel","Schoppach,drève de l'Arc-en-Ciel","98","","",
"2.160.541.970","BAET",,,"6600","Bastogne","Bastogne","Rue de Clervaux","Rue de Clervaux","100","","",
"2.160.542.861","BAET",,,"6700","Arlon","Arlon","Rue de Neufchâteau","Rue de Neufchâteau","324","","",
"2.160.543.158","BAET",,,"6800","Libramont-Chevigny","Libramont-Chevigny","Libramont,Rue du Serpont","Libramont,Rue du Serpont","-","","",
"2.160.543.257","BAET",,,"6840","Neufchâteau","Neufchâteau","La Plate des Prés,WARM","La Plate des Prés,WARM","18","","",
"2.160.544.148","BAET",,,"6880","Bertrix","Bertrix","Rue des Munos","Rue des Munos","-","","",
"2.160.544.445","BAET",,,"6900","Marche-en-Famenne","Marche-en-Famenne","Marche, Chaussée de Liège","Marche, Chaussée de Liège","100","","",
"2.160.544.742","BAET",,,"6920","Wellin","Wellin","Rue Fond-des-Vaulx","Rue Fond-des-Vaulx","-","","",
