"EntityNumber","ActivityGroup","NaceVersion","NaceCode","Classification"
"2.153.241.137","OLK001","2003","74860","SECO"
"2.153.241.137","RSZ001","2008","61100","MAIN"
"2.153.241.434","OLK001","2008","61200","MAIN"
"2.153.241.434","OLK001","2008","4321102","SECO"
"2.153.241.434","OLK001","2008","61100","SECO"
"2.153.241.434","OLK001","2008","6120001","SECO"
"2.153.241.434","OLK001","2008","6120002","SECO"
"2.153.241.434","OLK001","2008","6120004","SECO"
"2.153.241.434","OLK001","2003","64200","MAIN"
"2.153.241.434","OLK001","2003","4531003","SECO"
"2.153.241.434","OLK001","2003","6420001","SECO"
"2.153.241.434","OLK001","2003","6420002","SECO"
"2.153.241.434","OLK001","2003","6420004","SECO"
"2.153.241.434","OLK001","2003","64201","SECO"
"2.153.241.434","RSZ001","2008","61100","MAIN"
"2.153.241.533","OLK001","2008","61200","MAIN"
"2.153.241.533","OLK001","2008","4321102","SECO"
"2.153.241.533","OLK001","2008","61100","SECO"
"2.153.241.533","OLK001","2008","6120001","SECO"
"2.153.241.533","OLK001","2008","6120002","SECO"
"2.153.241.533","OLK001","2008","6120004","SECO"
"2.153.241.533","OLK001","2003","4531003","SECO"
"2.153.241.533","OLK001","2003","6420001","SECO"
"2.153.241.533","OLK001","2003","6420002","SECO"
"2.153.241.533","OLK001","2003","6420004","SECO"
"2.153.241.533","OLK001","2003","64201","SECO"
"2.153.241.533","RSZ001","2008","61100","MAIN"
"2.153.241.632","OLK001","2008","61200","MAIN"
"2.153.241.632","OLK001","2008","4321102","SECO"
"2.153.241.632","OLK001","2008","61100","SECO"
"2.153.241.632","OLK001","2008","6120001","SECO"
"2.153.241.632","OLK001","2008","6120002","SECO"
"2.153.241.632","OLK001","2008","6120004","SECO"
"2.153.241.632","OLK001","2003","4531003","SECO"
"2.153.241.632","OLK001","2003","6420001","SECO"
"2.153.241.632","OLK001","2003","6420002","SECO"
"2.153.241.632","OLK001","2003","6420004","SECO"
"2.153.241.632","OLK001","2003","64201","SECO"
"2.153.241.632","RSZ001","2008","61100","MAIN"
"2.153.241.731","OLK001","2008","61200","MAIN"
"2.153.241.731","OLK001","2008","4321102","SECO"
"2.153.241.731","OLK001","2008","61100","SECO"
"2.153.241.731","OLK001","2008","6120001","SECO"
"2.153.241.731","OLK001","2008","6120002","SECO"
"2.153.241.731","OLK001","2008","6120004","SECO"
"2.153.241.731","OLK001","2003","4531003","SECO"
"2.153.241.731","OLK001","2003","6420001","SECO"
"2.153.241.731","OLK001","2003","6420002","SECO"
"2.153.241.731","OLK001","2003","6420004","SECO"
"2.153.241.731","OLK001","2003","64201","SECO"
"2.153.241.731","RSZ001","2008","61100","MAIN"
"2.153.241.830","OLK001","2008","61200","MAIN"
"2.153.241.830","OLK001","2008","4321102","SECO"
"2.153.241.830","OLK001","2008","61100","SECO"
"2.153.241.830","OLK001","2008","6120001","SECO"
"2.153.241.830","OLK001","2008","6120002","SECO"
"2.153.241.830","OLK001","2008","6120004","SECO"
"2.153.241.830","OLK001","2003","4531003","SECO"
"2.153.241.830","OLK001","2003","6420001","SECO"
"2.153.241.830","OLK001","2003","6420002","SECO"
"2.153.241.830","OLK001","2003","6420004","SECO"
"2.153.241.830","OLK001","2003","64201","SECO"
"2.153.241.830","RSZ001","2008","61100","MAIN"
"2.153.241.929","OLK001","2008","61200","MAIN"
"2.153.241.929","OLK001","2008","4321102","SECO"
"2.153.241.929","OLK001","2008","4791002","SECO"
"2.153.241.929","OLK001","2008","61100","SECO"
"2.153.241.929","OLK001","2008","6120001","SECO"
"2.153.241.929","OLK001","2008","6120002","SECO"
"2.153.241.929","OLK001","2008","6120004","SECO"
"2.153.241.929","OLK001","2008","82110","SECO"
"2.153.241.929","OLK001","2008","82190","SECO"
"2.153.241.929","OLK001","2008","82200","SECO"
"2.153.241.929","OLK001","2003","4531003","SECO"
"2.153.241.929","OLK001","2003","5261002","SECO"
"2.153.241.929","OLK001","2003","6420001","SECO"
"2.153.241.929","OLK001","2003","6420002","SECO"
"2.153.241.929","OLK001","2003","6420004","SECO"
"2.153.241.929","OLK001","2003","64201","SECO"
"2.153.241.929","OLK001","2003","64202","SECO"
"2.153.241.929","OLK001","2003","74851","SECO"
"2.153.241.929","OLK001","2003","74855","SECO"
"2.153.241.929","OLK001","2003","74860","SECO"
"2.153.241.929","RSZ001","2008","61100","MAIN"
"2.153.242.127","OLK001","2008","61200","MAIN"
"2.153.242.127","OLK001","2008","4321102","SECO"
"2.153.242.127","OLK001","2008","61100","SECO"
"2.153.242.127","OLK001","2008","6120001","SECO"
"2.153.242.127","OLK001","2008","6120002","SECO"
"2.153.242.127","OLK001","2008","6120004","SECO"
"2.153.242.127","OLK001","2003","4531003","SECO"
"2.153.242.127","OLK001","2003","6420001","SECO"
"2.153.242.127","OLK001","2003","6420002","SECO"
"2.153.242.127","OLK001","2003","6420004","SECO"
"2.153.242.127","OLK001","2003","64201","SECO"
"2.153.242.127","RSZ001","2008","61100","MAIN"
"2.153.242.226","OLK001","2008","61200","MAIN"
"2.153.242.226","OLK001","2008","4321102","SECO"
"2.153.242.226","OLK001","2008","61100","SECO"
"2.153.242.226","OLK001","2008","6120001","SECO"
"2.153.242.226","OLK001","2008","6120002","SECO"
"2.153.242.226","OLK001","2008","6120004","SECO"
"2.153.242.226","OLK001","2003","4531003","SECO"
"2.153.242.226","OLK001","2003","6420001","SECO"
"2.153.242.226","OLK001","2003","6420002","SECO"
"2.153.242.226","OLK001","2003","6420004","SECO"
"2.153.242.226","OLK001","2003","64201","SECO"
"2.153.242.226","RSZ001","2008","61100","MAIN"
"2.153.242.325","OLK001","2008","61200","MAIN"
"2.153.242.325","OLK001","2008","4321102","SECO"
"2.153.242.325","OLK001","2008","61100","SECO"
"2.153.242.325","OLK001","2008","6120001","SECO"
"2.153.242.325","OLK001","2008","6120002","SECO"
"2.153.242.325","OLK001","2008","6120004","SECO"
"2.153.242.325","OLK001","2003","4531003","SECO"
"2.153.242.325","OLK001","2003","6420001","SECO"
"2.153.242.325","OLK001","2003","6420002","SECO"
"2.153.242.325","OLK001","2003","6420004","SECO"
"2.153.242.325","OLK001","2003","64201","SECO"
"2.153.242.325","RSZ001","2008","61100","MAIN"
"2.153.242.424","OLK001","2008","61200","MAIN"
"2.153.242.424","OLK001","2008","4321102","SECO"
"2.153.242.424","OLK001","2008","61100","SECO"
"2.153.242.424","OLK001","2008","6120002","SECO"
"2.153.242.424","OLK001","2008","6120004","SECO"
"2.153.242.424","OLK001","2008","82110","SECO"
"2.153.242.424","OLK001","2008","82190","SECO"
"2.153.242.424","OLK001","2003","4531003","SECO"
"2.153.242.424","OLK001","2003","6420002","SECO"
"2.153.242.424","OLK001","2003","6420004","SECO"
"2.153.242.424","OLK001","2003","64201","SECO"
"2.153.242.424","OLK001","2003","74851","SECO"
"2.153.242.424","OLK001","2003","74855","SECO"
"2.153.242.424","RSZ001","2008","61100","MAIN"
"2.153.242.523","OLK001","2008","61200","MAIN"
"2.153.242.523","OLK001","2008","4321102","SECO"
"2.153.242.523","OLK001","2008","61100","SECO"
"2.153.242.523","OLK001","2008","6120001","SECO"
"2.153.242.523","OLK001","2008","6120002","SECO"
"2.153.242.523","OLK001","2008","6120004","SECO"
"2.153.242.523","OLK001","2008","82110","SECO"
"2.153.242.523","OLK001","2008","82190","SECO"
"2.153.242.523","OLK001","2003","4531003","SECO"
"2.153.242.523","OLK001","2003","6420001","SECO"
"2.153.242.523","OLK001","2003","6420002","SECO"
"2.153.242.523","OLK001","2003","6420004","SECO"
"2.153.242.523","OLK001","2003","64201","SECO"
"2.153.242.523","OLK001","2003","74851","SECO"
"2.153.242.523","OLK001","2003","74855","SECO"
"2.153.242.523","RSZ001","2008","61100","MAIN"
"2.153.242.622","OLK001","2008","61200","MAIN"
"2.153.242.622","OLK001","2008","47410","SECO"
"2.153.242.622","OLK001","2008","4778902","SECO"
"2.153.242.622","OLK001","2008","61100","SECO"
"2.153.242.622","OLK001","2003","52487","SECO"
"2.153.242.622","OLK001","2003","5249803","SECO"
"2.153.242.622","OLK001","2003","64201","SECO"
"2.153.242.622","RSZ001","2008","61100","MAIN"
"2.153.242.721","OLK001","2008","61200","MAIN"
"2.153.242.721","OLK001","2008","4321102","SECO"
"2.153.242.721","OLK001","2008","61100","SECO"
"2.153.242.721","OLK001","2008","6120001","SECO"
"2.153.242.721","OLK001","2008","6120002","SECO"
"2.153.242.721","OLK001","2008","6120004","SECO"
"2.153.242.721","OLK001","2003","4531003","SECO"
"2.153.242.721","OLK001","2003","6420001","SECO"
"2.153.242.721","OLK001","2003","6420002","SECO"
"2.153.242.721","OLK001","2003","6420004","SECO"
"2.153.242.721","OLK001","2003","64201","SECO"
"2.153.242.721","RSZ001","2008","61100","MAIN"
"2.153.242.820","OLK001","2008","61200","MAIN"
"2.153.242.820","OLK001","2008","4321102","SECO"
"2.153.242.820","OLK001","2008","61100","SECO"
"2.153.242.820","OLK001","2008","6120001","SECO"
"2.153.242.820","OLK001","2008","6120002","SECO"
"2.153.242.820","OLK001","2008","6120004","SECO"
"2.153.242.820","OLK001","2003","4531003","SECO"
"2.153.242.820","OLK001","2003","6420001","SECO"
"2.153.242.820","OLK001","2003","6420002","SECO"
"2.153.242.820","OLK001","2003","6420004","SECO"
"2.153.242.820","OLK001","2003","64201","SECO"
"2.153.242.820","RSZ001","2008","61100","MAIN"
"2.153.242.919","OLK001","2008","61200","MAIN"
"2.153.242.919","OLK001","2008","4321102","SECO"
"2.153.242.919","OLK001","2008","61100","SECO"
"2.153.242.919","OLK001","2008","6120001","SECO"
"2.153.242.919","OLK001","2008","6120002","SECO"
"2.153.242.919","OLK001","2008","6120004","SECO"
"2.153.242.919","OLK001","2003","4531003","SECO"
"2.153.242.919","OLK001","2003","6420001","SECO"
"2.153.242.919","OLK001","2003","6420002","SECO"
"2.153.242.919","OLK001","2003","6420004","SECO"
"2.153.242.919","OLK001","2003","64201","SECO"
"2.153.242.919","RSZ001","2008","61100","MAIN"
"2.153.243.018","OLK001","2008","61200","MAIN"
"2.153.243.018","OLK001","2008","4321102","SECO"
"2.153.243.018","OLK001","2008","61100","SECO"
"2.153.243.018","OLK001","2008","6120001","SECO"
"2.153.243.018","OLK001","2008","6120002","SECO"
"2.153.243.018","OLK001","2008","6120004","SECO"
"2.153.243.018","OLK001","2003","4531003","SECO"
"2.153.243.018","OLK001","2003","6420001","SECO"
"2.153.243.018","OLK001","2003","6420002","SECO"
"2.153.243.018","OLK001","2003","6420004","SECO"
"2.153.243.018","OLK001","2003","64201","SECO"
"2.153.243.018","RSZ001","2008","61100","MAIN"
"2.153.243.117","OLK001","2008","61200","MAIN"
"2.153.243.117","OLK001","2008","4321102","SECO"
"2.153.243.117","OLK001","2008","61100","SECO"
"2.153.243.117","OLK001","2008","6120001","SECO"
"2.153.243.117","OLK001","2008","6120002","SECO"
"2.153.243.117","OLK001","2008","6120004","SECO"
"2.153.243.117","OLK001","2003","4531003","SECO"
"2.153.243.117","OLK001","2003","6420001","SECO"
"2.153.243.117","OLK001","2003","6420002","SECO"
"2.153.243.117","OLK001","2003","6420004","SECO"
"2.153.243.117","OLK001","2003","64201","SECO"
"2.153.243.117","RSZ001","2008","61100","MAIN"
"2.153.243.315","OLK001","2008","61200","MAIN"
"2.153.243.315","OLK001","2008","4321102","SECO"
"2.153.243.315","OLK001","2008","61100","SECO"
"2.153.243.315","OLK001","2008","6120001","SECO"
"2.153.243.315","OLK001","2008","6120002","SECO"
"2.153.243.315","OLK001","2008","6120004","SECO"
"2.153.243.315","OLK001","2003","4531003","SECO"
"2.153.243.315","OLK001","2003","6420001","SECO"
"2.153.243.315","OLK001","2003","6420002","SECO"
"2.153.243.315","OLK001","2003","6420004","SECO"
"2.153.243.315","OLK001","2003","64201","SECO"
"2.153.243.315","RSZ001","2008","61100","MAIN"
"2.153.243.612","OLK001","2008","61200","MAIN"
"2.153.243.612","OLK001","2008","4791002","SECO"
"2.153.243.612","OLK001","2008","61100","SECO"
"2.153.243.612","OLK001","2008","82110","SECO"
"2.153.243.612","OLK001","2008","82190","SECO"
"2.153.243.612","OLK001","2008","82200","SECO"
"2.153.243.612","OLK001","2003","64200","MAIN"
"2.153.243.612","OLK001","2003","5261002","SECO"
"2.153.243.612","OLK001","2003","64201","SECO"
"2.153.243.612","OLK001","2003","74851","SECO"
"2.153.243.612","OLK001","2003","74855","SECO"
"2.153.243.612","OLK001","2003","74860","SECO"
"2.153.243.612","RSZ001","2008","61100","MAIN"
"2.153.243.810","OLK001","2008","61200","MAIN"
"2.153.243.810","OLK001","2008","4321102","SECO"
"2.153.243.810","OLK001","2008","61100","SECO"
"2.153.243.810","OLK001","2008","6120001","SECO"
"2.153.243.810","OLK001","2008","6120002","SECO"
"2.153.243.810","OLK001","2008","6120004","SECO"
"2.153.243.810","OLK001","2003","64200","MAIN"
"2.153.243.810","OLK001","2003","4531003","SECO"
"2.153.243.810","OLK001","2003","6420001","SECO"
"2.153.243.810","OLK001","2003","6420002","SECO"
"2.153.243.810","OLK001","2003","6420004","SECO"
"2.153.243.810","OLK001","2003","64201","SECO"
"2.153.243.810","RSZ001","2008","61100","MAIN"
"2.153.243.909","OLK001","2008","61200","MAIN"
"2.153.243.909","OLK001","2008","4321102","SECO"
"2.153.243.909","OLK001","2008","4791002","SECO"
"2.153.243.909","OLK001","2008","61100","SECO"
"2.153.243.909","OLK001","2008","6120001","SECO"
"2.153.243.909","OLK001","2008","6120002","SECO"
"2.153.243.909","OLK001","2008","6120004","SECO"
"2.153.243.909","OLK001","2008","82110","SECO"
"2.153.243.909","OLK001","2008","82190","SECO"
"2.153.243.909","OLK001","2008","82200","SECO"
"2.153.243.909","OLK001","2003","4531003","SECO"
"2.153.243.909","OLK001","2003","5261002","SECO"
"2.153.243.909","OLK001","2003","6420001","SECO"
"2.153.243.909","OLK001","2003","6420002","SECO"
"2.153.243.909","OLK001","2003","6420004","SECO"
"2.153.243.909","OLK001","2003","64201","SECO"
"2.153.243.909","OLK001","2003","74851","SECO"
"2.153.243.909","OLK001","2003","74855","SECO"
"2.153.243.909","OLK001","2003","74860","SECO"
"2.153.243.909","RSZ001","2008","61100","MAIN"
"2.153.244.107","OLK001","2008","61200","MAIN"
"2.153.244.107","OLK001","2008","4321102","SECO"
"2.153.244.107","OLK001","2008","61100","SECO"
"2.153.244.107","OLK001","2008","6120001","SECO"
"2.153.244.107","OLK001","2008","6120002","SECO"
"2.153.244.107","OLK001","2008","6120004","SECO"
"2.153.244.107","OLK001","2003","4531003","SECO"
"2.153.244.107","OLK001","2003","6420001","SECO"
"2.153.244.107","OLK001","2003","6420002","SECO"
"2.153.244.107","OLK001","2003","6420004","SECO"
"2.153.244.107","OLK001","2003","64201","SECO"
"2.153.244.107","RSZ001","2008","61100","MAIN"
"2.153.244.206","OLK001","2008","61200","MAIN"
"2.153.244.206","OLK001","2008","4321102","SECO"
"2.153.244.206","OLK001","2008","61100","SECO"
"2.153.244.206","OLK001","2008","6120001","SECO"
"2.153.244.206","OLK001","2008","6120002","SECO"
"2.153.244.206","OLK001","2008","6120004","SECO"
"2.153.244.206","OLK001","2008","82110","SECO"
"2.153.244.206","OLK001","2008","82190","SECO"
"2.153.244.206","OLK001","2003","4531003","SECO"
"2.153.244.206","OLK001","2003","6420001","SECO"
"2.153.244.206","OLK001","2003","6420002","SECO"
"2.153.244.206","OLK001","2003","6420004","SECO"
"2.153.244.206","OLK001","2003","64201","SECO"
"2.153.244.206","OLK001","2003","74851","SECO"
"2.153.244.206","OLK001","2003","74855","SECO"
"2.153.244.206","RSZ001","2008","61100","MAIN"
"2.153.244.305","OLK001","2008","61200","MAIN"
"2.153.244.305","OLK001","2008","4321102","SECO"
"2.153.244.305","OLK001","2008","61100","SECO"
"2.153.244.305","OLK001","2008","6120001","SECO"
"2.153.244.305","OLK001","2008","6120002","SECO"
"2.153.244.305","OLK001","2008","6120004","SECO"
"2.153.244.305","OLK001","2008","82110","SECO"
"2.153.244.305","OLK001","2008","82190","SECO"
"2.153.244.305","OLK001","2003","4531003","SECO"
"2.153.244.305","OLK001","2003","6420001","SECO"
"2.153.244.305","OLK001","2003","6420002","SECO"
"2.153.244.305","OLK001","2003","6420004","SECO"
"2.153.244.305","OLK001","2003","64201","SECO"
"2.153.244.305","OLK001","2003","64202","SECO"
"2.153.244.305","OLK001","2003","74851","SECO"
"2.153.244.305","OLK001","2003","74855","SECO"
"2.153.244.305","RSZ001","2008","61100","MAIN"
"2.153.244.602","OLK001","2008","61200","MAIN"
"2.153.244.602","OLK001","2008","4321102","SECO"
"2.153.244.602","OLK001","2008","61100","SECO"
"2.153.244.602","OLK001","2008","6120001","SECO"
"2.153.244.602","OLK001","2008","6120002","SECO"
"2.153.244.602","OLK001","2008","6120004","SECO"
"2.153.244.602","OLK001","2003","4531003","SECO"
"2.153.244.602","OLK001","2003","6420001","SECO"
"2.153.244.602","OLK001","2003","6420002","SECO"
"2.153.244.602","OLK001","2003","6420004","SECO"
"2.153.244.602","OLK001","2003","64201","SECO"
"2.153.244.602","RSZ001","2008","61100","MAIN"
"2.153.245.293","OLK001","2008","61200","MAIN"
"2.153.245.293","OLK001","2008","4321102","SECO"
"2.153.245.293","OLK001","2008","61100","SECO"
"2.153.245.293","OLK001","2008","6120001","SECO"
"2.153.245.293","OLK001","2008","6120002","SECO"
"2.153.245.293","OLK001","2008","6120004","SECO"
"2.153.245.293","OLK001","2003","4531003","SECO"
"2.153.245.293","OLK001","2003","6420001","SECO"
"2.153.245.293","OLK001","2003","6420002","SECO"
"2.153.245.293","OLK001","2003","6420004","SECO"
"2.153.245.293","OLK001","2003","64201","SECO"
"2.153.245.293","RSZ001","2008","61100","MAIN"
"2.153.245.392","OLK001","2008","61200","MAIN"
"2.153.245.392","OLK001","2008","4321102","SECO"
"2.153.245.392","OLK001","2008","61100","SECO"
"2.153.245.392","OLK001","2008","6120001","SECO"
"2.153.245.392","OLK001","2008","6120002","SECO"
"2.153.245.392","OLK001","2008","6120004","SECO"
"2.153.245.392","OLK001","2003","4531003","SECO"
"2.153.245.392","OLK001","2003","6420001","SECO"
"2.153.245.392","OLK001","2003","6420002","SECO"
"2.153.245.392","OLK001","2003","6420004","SECO"
"2.153.245.392","OLK001","2003","64201","SECO"
"2.153.245.392","RSZ001","2008","61100","MAIN"
"2.153.245.491","OLK001","2008","61200","MAIN"
"2.153.245.491","OLK001","2008","4321102","SECO"
"2.153.245.491","OLK001","2008","61100","SECO"
"2.153.245.491","OLK001","2008","6120001","SECO"
"2.153.245.491","OLK001","2008","6120002","SECO"
"2.153.245.491","OLK001","2008","6120004","SECO"
"2.153.245.491","OLK001","2008","82110","SECO"
"2.153.245.491","OLK001","2008","82190","SECO"
"2.153.245.491","OLK001","2003","4531003","SECO"
"2.153.245.491","OLK001","2003","6420001","SECO"
"2.153.245.491","OLK001","2003","6420002","SECO"
"2.153.245.491","OLK001","2003","6420004","SECO"
"2.153.245.491","OLK001","2003","64201","SECO"
"2.153.245.491","OLK001","2003","74851","SECO"
"2.153.245.491","OLK001","2003","74855","SECO"
"2.153.245.491","RSZ001","2008","61100","MAIN"
"2.153.245.590","OLK001","2008","61200","MAIN"
"2.153.245.590","OLK001","2008","47410","SECO"
"2.153.245.590","OLK001","2008","4778902","SECO"
"2.153.245.590","OLK001","2008","61100","SECO"
"2.153.245.590","OLK001","2003","52487","SECO"
"2.153.245.590","OLK001","2003","5249803","SECO"
"2.153.245.590","OLK001","2003","64201","SECO"
"2.153.245.590","RSZ001","2008","61100","MAIN"
"2.153.245.689","OLK001","2008","61200","MAIN"
"2.153.245.689","OLK001","2008","4321102","SECO"
"2.153.245.689","OLK001","2008","61100","SECO"
"2.153.245.689","OLK001","2008","6120001","SECO"
"2.153.245.689","OLK001","2008","6120002","SECO"
"2.153.245.689","OLK001","2008","6120004","SECO"
"2.153.245.689","OLK001","2003","4531003","SECO"
"2.153.245.689","OLK001","2003","6420001","SECO"
"2.153.245.689","OLK001","2003","6420002","SECO"
"2.153.245.689","OLK001","2003","6420004","SECO"
"2.153.245.689","OLK001","2003","64201","SECO"
"2.153.245.689","RSZ001","2008","61100","MAIN"
"2.153.245.986","OLK001","2008","61200","MAIN"
"2.153.245.986","OLK001","2008","4321102","SECO"
"2.153.245.986","OLK001","2008","61100","SECO"
"2.153.245.986","OLK001","2008","6120001","SECO"
"2.153.245.986","OLK001","2008","6120002","SECO"
"2.153.245.986","OLK001","2008","6120004","SECO"
"2.153.245.986","OLK001","2003","64200","MAIN"
"2.153.245.986","OLK001","2003","4531003","SECO"
"2.153.245.986","OLK001","2003","6420001","SECO"
"2.153.245.986","OLK001","2003","6420002","SECO"
